epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
1, 252, 2.3194, 4.688, 34.375, 
1, 252, 2.2939, 6.250, 57.812, 
1, 252, 2.3034, 12.500, 53.125, 
1, 252, 2.3048, 17.188, 43.750, 
1, 252, 2.3086, 12.500, 57.812, 
1, 252, 2.3085, 3.125, 54.688, 
1, 252, 2.2836, 14.062, 64.062, 
1, 252, 2.2945, 10.938, 59.375, 
1, 252, 2.2869, 15.625, 65.625, 
1, 252, 2.2936, 21.875, 54.688, 
1, 252, 2.2741, 21.875, 70.312, 
1, 252, 2.2731, 23.438, 64.062, 
1, 252, 2.2810, 10.938, 60.938, 
1, 252, 2.2541, 25.000, 73.438, 
1, 252, 2.2240, 23.438, 67.188, 
1, 252, 2.2157, 18.750, 71.875, 
1, 252, 2.1997, 20.312, 68.750, 
1, 252, 2.2181, 18.750, 57.812, 
1, 252, 2.1773, 17.188, 71.875, 
1, 252, 2.1828, 20.312, 68.750, 
1, 252, 2.0308, 40.625, 78.125, 
1, 252, 1.9992, 29.688, 85.938, 
1, 252, 2.0766, 25.000, 73.438, 
1, 252, 2.0246, 26.562, 84.375, 
1, 252, 1.8606, 34.375, 85.938, 
1, 252, 1.8949, 29.688, 78.125, 
1, 252, 1.8899, 34.375, 82.812, 
1, 252, 2.0903, 26.562, 75.000, 
1, 252, 1.8868, 31.250, 85.938, 
1, 252, 1.9444, 25.000, 85.938, 
1, 252, 1.8331, 31.250, 87.500, 
1, 252, 1.8762, 28.125, 82.812, 
1, 252, 1.9859, 29.688, 76.562, 
1, 252, 2.0024, 18.750, 82.812, 
1, 252, 1.8653, 35.938, 81.250, 
1, 252, 2.0402, 21.875, 75.000, 
1, 252, 1.9453, 29.688, 87.500, 
1, 252, 1.9629, 20.312, 82.812, 
1, 252, 1.8912, 35.938, 85.938, 
1, 252, 1.8694, 29.688, 85.938, 
1, 252, 1.9458, 32.812, 81.250, 
1, 252, 1.7451, 34.375, 89.062, 
1, 252, 1.7809, 40.625, 89.062, 
1, 252, 1.8807, 29.688, 81.250, 
1, 252, 1.7697, 25.000, 87.500, 
1, 252, 1.9335, 39.062, 79.688, 
1, 252, 1.8395, 26.562, 84.375, 
1, 252, 1.7144, 32.812, 84.375, 
1, 252, 1.7006, 35.938, 82.812, 
1, 252, 1.8360, 31.250, 85.938, 
1, 252, 1.8598, 29.688, 85.938, 
1, 252, 1.7764, 43.750, 82.812, 
1, 252, 1.8322, 35.938, 87.500, 
2, 252, 1.6590, 37.500, 95.312, 
2, 252, 1.8225, 39.062, 82.812, 
2, 252, 1.8458, 18.750, 89.062, 
2, 252, 1.7065, 39.062, 87.500, 
2, 252, 1.7103, 40.625, 89.062, 
2, 252, 1.7876, 37.500, 90.625, 
2, 252, 1.6555, 35.938, 89.062, 
2, 252, 1.8172, 34.375, 85.938, 
2, 252, 1.7818, 40.625, 85.938, 
2, 252, 1.6013, 42.188, 89.062, 
2, 252, 1.8653, 35.938, 82.812, 
2, 252, 1.7119, 37.500, 89.062, 
2, 252, 1.6543, 43.750, 92.188, 
2, 252, 1.7211, 28.125, 85.938, 
2, 252, 1.6628, 37.500, 92.188, 
2, 252, 1.6552, 37.500, 87.500, 
2, 252, 1.8665, 34.375, 84.375, 
2, 252, 1.5832, 37.500, 89.062, 
2, 252, 1.7316, 39.062, 85.938, 
2, 252, 1.8020, 32.812, 85.938, 
2, 252, 1.6065, 45.312, 89.062, 
2, 252, 1.6246, 35.938, 89.062, 
2, 252, 1.5677, 43.750, 90.625, 
2, 252, 1.7291, 32.812, 85.938, 
2, 252, 1.6792, 34.375, 84.375, 
2, 252, 1.5584, 35.938, 92.188, 
2, 252, 1.6719, 35.938, 90.625, 
2, 252, 1.6667, 45.312, 89.062, 
2, 252, 1.5731, 40.625, 93.750, 
2, 252, 1.5779, 43.750, 90.625, 
2, 252, 1.6212, 32.812, 92.188, 
2, 252, 1.8536, 40.625, 85.938, 
2, 252, 1.7538, 43.750, 84.375, 
2, 252, 1.7574, 26.562, 84.375, 
2, 252, 1.7342, 39.062, 84.375, 
2, 252, 1.6118, 43.750, 92.188, 
2, 252, 1.8737, 32.812, 82.812, 
2, 252, 1.6415, 37.500, 90.625, 
2, 252, 1.5831, 50.000, 89.062, 
2, 252, 1.7137, 37.500, 90.625, 
2, 252, 1.5778, 37.500, 93.750, 
2, 252, 1.6412, 39.062, 92.188, 
2, 252, 1.6578, 35.938, 89.062, 
2, 252, 1.5833, 37.500, 90.625, 
2, 252, 1.4978, 51.562, 90.625, 
2, 252, 1.6712, 34.375, 95.312, 
2, 252, 1.5468, 46.875, 90.625, 
2, 252, 1.6643, 31.250, 89.062, 
2, 252, 1.6981, 35.938, 90.625, 
2, 252, 1.6505, 37.500, 92.188, 
2, 252, 1.6633, 34.375, 85.938, 
2, 252, 1.6729, 32.812, 92.188, 
2, 252, 1.5316, 45.312, 93.750, 
3, 252, 1.5697, 39.062, 87.500, 
3, 252, 1.5103, 48.438, 89.062, 
3, 252, 1.5350, 34.375, 92.188, 
